Rank,CCA3,Country/Territory,Area (km²),Density (per km²),Growth Rate,World Population Percentage,Year,Population
93,PNG,Papua New Guinea,462840,21.9139,1.0194,0.13,2020,9749640
109,PRY,Paraguay,406752,16.6705,1.0115,0.09,2020,6618695
44,PER,Peru,1285216,26.4933,1.0099,0.43,2020,33304756
13,PHL,Philippines,342353,337.5434,1.0147,1.45,2020,112190977
37,POL,Poland,312679,127.4698,1.0404,0.5,2020,38428366
92,PRT,Portugal,92090,111.5307,0.9981,0.13,2020,10298192
136,PRI,Puerto Rico,8870,366.675,0.9989,0.04,2020,3271564
143,QAT,Qatar,11586,232.6189,1.0026,0.03,2020,2760385
114,COG,Republic of the Congo,342000,17.4574,1.0231,0.07,2020,5702174
161,REU,Reunion,2511,387.914,1.0082,0.01,2020,957822
64,ROU,Romania,238391,82.4665,1.0171,0.25,2020,19442038
9,RUS,Russia,17098242,8.4636,0.9973,1.81,2020,145617329
76,RWA,Rwanda,26338,523.0731,1.0234,0.17,2020,13146362
228,BLM,Saint Barthelemy,21,522.2381,1.0098,0.0,2020,10681
211,KNA,Saint Kitts and Nevis,261,182.5939,1.0011,0.0,2020,47642
190,LCA,Saint Lucia,616,291.9756,1.0011,0.0,2020,179237
220,MAF,Saint Martin,53,599.8302,0.9951,0.0,2020,32552
229,SPM,Saint Pierre and Miquelon,242,24.2231,0.9964,0.0,2020,5906
199,VCT,Saint Vincent and the Grenadines,389,267.2185,0.9963,0.0,2020,104632
188,WSM,Samoa,2842,78.2484,1.0165,0.0,2020,214929
218,SMR,San Marino,61,551.8033,0.9975,0.0,2020,34007
187,STP,Sao Tome and Principe,964,235.8714,1.0192,0.0,2020,218641
41,SAU,Saudi Arabia,2149690,16.9368,1.0128,0.46,2020,35997107
72,SEN,Senegal,196722,88.025,1.0261,0.22,2020,16436119
105,SRB,Serbia,88361,81.7257,0.9897,0.09,2020,7358005
196,SYC,Seychelles,452,236.9867,1.0061,0.0,2020,105530
102,SLE,Sierra Leone,71740,119.957,1.022,0.11,2020,8233969
113,SGP,Singapore,710,8416.4634,1.0058,0.07,2020,5909869
214,SXM,Sint Maarten,34,1299.2647,1.003,0.0,2020,43621
116,SVK,Slovakia,49037,115.0856,1.0359,0.07,2020,5456681
148,SVN,Slovenia,20273,104.5649,1.0002,0.03,2020,2117641
166,SLB,Solomon Islands,28896,25.0648,1.0232,0.01,2020,691191
70,SOM,Somalia,637657,27.5971,1.0312,0.22,2020,16537016
24,ZAF,South Africa,1221037,49.0517,1.0084,0.75,2020,58801927
29,KOR,South Korea,100210,517.0722,0.9997,0.65,2020,51844690
86,SSD,South Sudan,619745,17.6091,1.0153,0.14,2020,10606227
30,ESP,Spain,505992,93.9909,1.0015,0.6,2020,47363807
61,LKA,Sri Lanka,65610,332.7563,1.0027,0.27,2020,21715079
32,SDN,Sudan,1886068,24.8529,1.0267,0.59,2020,44440486
170,SUR,Suriname,163820,3.7727,1.0082,0.01,2020,607065
87,SWE,Sweden,450295,23.4276,1.0079,0.13,2020,10368969
101,CHE,Switzerland,41284,211.7157,1.0056,0.11,2020,8638613
60,SYR,Syria,185180,119.4797,1.0376,0.28,2020,20772595
57,TWN,Taiwan,36193,660.1662,1.0014,0.3,2020,23821464
95,TJK,Tajikistan,143100,69.5513,1.0208,0.12,2020,9543207
22,TZA,Tanzania,945087,69.3034,1.03,0.82,2020,61704518
20,THA,Thailand,513120,139.7276,1.0013,0.9,2020,71475664
155,TLS,Timor-Leste,14874,90.1772,1.0154,0.02,2020,1299995
100,TGO,Togo,56785,155.8281,1.0236,0.11,2020,8442580
233,TKL,Tokelau,12,155.9167,1.0119,0.0,2020,1827
197,TON,Tonga,747,143.0495,1.0079,0.0,2020,105254
153,TTO,Trinidad and Tobago,5130,298.4491,1.0035,0.02,2020,1518147
79,TUN,Tunisia,163610,75.5218,1.0076,0.15,2020,12161723
18,TUR,Turkey,783562,108.9145,1.0067,1.07,2020,84135428
111,TKM,Turkmenistan,488100,13.1751,1.014,0.08,2020,6250438
212,TCA,Turks and Caicos Islands,948,48.2099,1.0131,0.0,2020,44276
227,TUV,Tuvalu,26,435.0769,1.0096,0.0,2020,11069
31,UGA,Uganda,241550,195.61,1.0304,0.59,2020,44404611
38,UKR,Ukraine,603500,65.7858,0.912,0.5,2020,43909666
97,ARE,United Arab Emirates,83600,112.9322,1.0081,0.12,2020,9287289
21,GBR,United Kingdom,242900,277.9289,1.0034,0.85,2020,67059474
3,USA,United States,9372610,36.0935,1.0038,4.24,2020,335942003
200,VIR,United States Virgin Islands,347,286.6427,0.9937,0.0,2020,100442
133,URY,Uruguay,181034,18.9069,0.999,0.04,2020,3429086
43,UZB,Uzbekistan,447400,77.3975,1.016,0.43,2020,33526656
181,VUT,Vanuatu,12189,26.8061,1.0238,0.0,2020,311685
234,VAT,Vatican City,1,510.0,0.998,0.0,2020,520
51,VEN,Venezuela,916445,30.882,1.0036,0.35,2020,28490453
16,VNM,Vietnam,331212,296.4472,1.0074,1.23,2020,96648685
226,WLF,Wallis and Futuna,142,81.493,0.9953,0.0,2020,11655
172,ESH,Western Sahara,266000,2.1654,1.0184,0.01,2020,556048
46,YEM,Yemen,527968,63.8232,1.0217,0.42,2020,32284046
63,ZMB,Zambia,752612,26.5976,1.028,0.25,2020,18927715
74,ZWE,Zimbabwe,390757,41.7665,1.0204,0.2,2020,15669666
36,AFG,Afghanistan,652230,63.0587,1.0257,0.52,2015,33753499
138,ALB,Albania,28748,98.8702,0.9957,0.04,2015,2882481
34,DZA,Algeria,2381741,18.8531,1.0164,0.56,2015,39543154
213,ASM,American Samoa,199,222.4774,0.9831,0.0,2015,51368
203,AND,Andorra,468,170.5641,1.01,0.0,2015,71746
42,AGO,Angola,1246700,28.5466,1.0315,0.45,2015,28127721
224,AIA,Anguilla,91,174.2527,1.0066,0.0,2015,14525
201,ATG,Antigua and Barbuda,442,212.1335,1.0058,0.0,2015,89941
33,ARG,Argentina,2780400,16.3683,1.0052,0.57,2015,43257065
140,ARM,Armenia,29743,93.4831,0.9962,0.03,2015,2878595
198,ABW,Aruba,180,591.3611,0.9991,0.0,2015,104257
55,AUS,Australia,7692024,3.4032,1.0099,0.33,2015,23820236
99,AUT,Austria,83871,106.5877,1.002,0.11,2015,8642421
91,AZE,Azerbaijan,86600,119.6082,1.0044,0.13,2015,9863480
176,BHS,Bahamas,13943,29.4043,1.0051,0.01,2015,392697
154,BHR,Bahrain,765,1924.4876,1.0061,0.02,2015,1362142
8,BGD,Bangladesh,147570,1160.035,1.0108,2.15,2015,157830000
186,BRB,Barbados,430,654.9651,1.0015,0.0,2015,278083
96,BLR,Belarus,207600,45.9295,0.9955,0.12,2015,9700609
81,BEL,Belgium,30528,381.8111,1.0038,0.15,2015,11248303
177,BLZ,Belize,22966,17.6466,1.0131,0.01,2015,359871
77,BEN,Benin,112622,118.5635,1.0274,0.17,2015,10932783
206,BMU,Bermuda,54,1188.5926,1.0,0.0,2015,63144
165,BTN,Bhutan,38394,20.3796,1.0064,0.01,2015,743274
80,BOL,Bolivia,1098581,11.1272,1.012,0.15,2015,11090085
137,BIH,Bosnia and Herzegovina,51209,63.1437,0.9886,0.04,2015,3524324
144,BWA,Botswana,582000,4.5194,1.0162,0.03,2015,2305171
7,BRA,Brazil,8515767,25.2841,1.0046,2.7,2015,205188205
221,VGB,British Virgin Islands,151,207.3179,1.0059,0.0,2015,29366
175,BRN,Brunei,5765,77.8841,1.0081,0.01,2015,421437
108,BGR,Bulgaria,110879,61.1654,0.9849,0.09,2015,7309253
58,BFA,Burkina Faso,272967,83.0641,1.0259,0.28,2015,18718019
78,BDI,Burundi,27834,463.0874,1.027,0.16,2015,10727148
73,KHM,Cambodia,181035,92.6221,1.0108,0.21,2015,15417523
53,CMR,Cameroon,475442,58.7128,1.0263,0.35,2015,23012646
39,CAN,Canada,9984670,3.8513,1.0078,0.48,2015,35732126
171,CPV,Cape Verde,4033,147.0739,1.0089,0.01,2015,552166
205,CYM,Cayman Islands,264,260.25,1.0084,0.0,2015,60911
117,CAF,Central African Republic,622984,8.9555,1.0224,0.07,2015,4819333
69,TCD,Chad,1284000,13.8032,1.0316,0.22,2015,14140274
65,CHL,Chile,756102,25.9274,1.0057,0.25,2015,17870124
1,CHN,China,9706961,146.8933,1.0,17.88,2015,1393715448
28,COL,Colombia,1141748,45.4339,1.0069,0.65,2015,47119728
163,COM,Comoros,1862,449.3953,1.0184,0.01,2015,730216
223,COK,Cook Islands,236,72.0805,1.0005,0.0,2015,17695
124,CRI,Costa Rica,51100,101.3861,1.0052,0.06,2015,4895242
130,HRV,Croatia,56594,71.2153,0.9927,0.05,2015,4254815
85,CUB,Cuba,109884,102.0366,0.9961,0.14,2015,11339894
189,CUW,Curacao,444,430.5473,1.0043,0.0,2015,169572
158,CYP,Cyprus,9251,135.2814,1.0059,0.02,2015,1187280
88,CZE,Czech Republic,78865,133.0627,0.9984,0.13,2015,10523798
115,DNK,Denmark,43094,136.4984,1.0048,0.07,2015,5677796
160,DJI,Djibouti,23200,48.3125,1.0138,0.01,2015,1006259
204,DMA,Dominica,751,96.8535,1.0045,0.0,2015,70007
84,DOM,Dominican Republic,48671,230.7087,1.01,0.14,2015,10405832
15,COD,DR Congo,2344858,42.2244,1.0325,1.24,2015,78656904
67,ECU,Ecuador,276841,65.0229,1.0114,0.23,2015,16195902
14,EGY,Egypt,1002450,110.7188,1.0158,1.39,2015,97723799
112,SLV,El Salvador,21041,301.145,1.0035,0.08,2015,6231066
152,GNQ,Equatorial Guinea,28051,59.7094,1.0247,0.02,2015,1346973
132,ERI,Eritrea,117600,31.3268,1.0176,0.05,2015,3340006
156,EST,Estonia,45227,29.3201,0.998,0.02,2015,1314657
159,SWZ,Eswatini,17364,69.2047,1.0079,0.02,2015,1133936
12,ETH,Ethiopia,1104300,111.7268,1.0257,1.55,2015,102471895
231,FLK,Falkland Islands,12173,0.3105,1.0043,0.0,2015,3408
209,FRO,Faroe Islands,1393,38.112,1.0038,0.0,2015,48816
162,FJI,Fiji,18272,50.8847,1.0056,0.01,2015,917200
118,FIN,Finland,338424,16.3722,1.0009,0.07,2015,5479461
23,FRA,France,551695,117.1419,1.0015,0.81,2015,63809769
184,GUF,French Guiana,83534,3.6459,1.0239,0.0,2015,257026
183,PYF,French Polynesia,4167,73.5011,1.0074,0.0,2015,291787
146,GAB,Gabon,267668,8.9252,1.0204,0.03,2015,2028517
142,GMB,Gambia,10689,253.1567,1.025,0.03,2015,2253133
131,GEO,Georgia,69700,53.7214,0.9964,0.05,2015,3771132
19,DEU,Germany,357114,233.4544,0.9995,1.05,2015,82073226
47,GHA,Ghana,238533,140.3406,1.0196,0.42,2015,28870939
219,GIB,Gibraltar,6,5441.5,0.9994,0.0,2015,32520
90,GRC,Greece,131990,78.68,0.9942,0.13,2015,10806641
208,GRL,Greenland,2166086,0.0261,1.004,0.0,2015,55895
193,GRD,Grenada,344,364.6453,1.0066,0.0,2015,118980
178,GLP,Guadeloupe,1628,243.0909,0.9992,0.0,2015,399089
191,GUM,Guam,549,312.8852,1.0073,0.0,2015,167978
68,GTM,Guatemala,108889,163.8725,1.0134,0.22,2015,16001107
207,GGY,Guernsey,78,811.5513,1.0037,0.0,2015,61629
75,GIN,Guinea,245857,56.3716,1.0242,0.17,2015,11625998
149,GNB,Guinea-Bissau,36125,58.2856,1.0218,0.03,2015,1788919
164,GUY,Guyana,214969,3.7621,1.0052,0.01,2015,755031
82,HTI,Haiti,27750,417.4773,1.012,0.15,2015,10563757
89,HND,Honduras,112492,92.7431,1.015,0.13,2015,9294505
104,HKG,Hong Kong,1104,6783.3922,0.9992,0.09,2015,7399838
94,HUN,Hungary,93028,107.1431,1.0265,0.12,2015,9844246
179,ISL,Iceland,103000,3.6204,1.0069,0.0,2015,331060
2,IND,India,3287590,431.0675,1.0068,17.77,2015,1322866505
4,IDN,Indonesia,1904569,144.6529,1.0064,3.45,2015,259091970
17,IRN,Iran,1648195,53.7258,1.0071,1.11,2015,81790841
35,IRQ,Iraq,438317,101.5158,1.0221,0.56,2015,37757813
125,IRL,Ireland,70273,71.4799,1.0073,0.06,2015,4665760
202,IMN,Isle of Man,572,147.7605,1.003,0.0,2015,83593
98,ISR,Israel,20770,435.1617,1.0155,0.11,2015,8007778
25,ITA,Italy,301336,195.9191,0.9966,0.74,2015,60232906
52,CIV,Ivory Coast,322463,87.3295,1.0248,0.35,2015,23596741
139,JAM,Jamaica,10991,257.2447,0.9999,0.04,2015,2794445
11,JPN,Japan,377930,327.9753,0.9947,1.55,2015,127250933
195,JEY,Jersey,116,954.9828,1.0106,0.0,2015,100561
83,JOR,Jordan,89342,126.3221,1.0123,0.14,2015,9494246
66,KAZ,Kazakhstan,2724900,7.1188,1.0105,0.24,2015,17835909
27,KEN,Kenya,580367,93.0919,1.0193,0.68,2015,46851488
192,KIR,Kiribati,811,161.815,1.0183,0.0,2015,116707
129,KWT,Kuwait,17818,239.5821,1.0044,0.05,2015,3908743
110,KGZ,Kyrgyzstan,199951,33.1612,1.0158,0.08,2015,5914980
103,LAO,Laos,236800,31.7968,1.0141,0.09,2015,6787419
151,LVA,Latvia,64559,28.666,0.9876,0.02,2015,1991955
119,LBN,Lebanon,10452,525.2334,0.9816,0.07,2015,6398940
147,LSO,Lesotho,30355,75.962,1.0107,0.03,2015,2118521
121,LBR,Liberia,111369,47.6136,1.021,0.07,2015,4612329
107,LBY,Libya,1759540,3.8717,1.0114,0.09,2015,6192235
216,LIE,Liechtenstein,160,245.7937,1.0074,0.0,2015,37355
141,LTU,Lithuania,65300,42.1142,0.9869,0.03,2015,2963765
168,LUX,Luxembourg,2586,250.425,1.0129,0.01,2015,569408
167,MAC,Macau,30,23172.2667,1.0125,0.01,2015,615239
50,MDG,Madagascar,587041,50.4423,1.0241,0.37,2015,24850912
62,MWI,Malawi,118484,172.22,1.0259,0.26,2015,16938942
45,MYS,Malaysia,330803,102.5934,1.0109,0.43,2015,31068833
174,MDV,Maldives,300,1745.9567,1.0045,0.01,2015,435582
59,MLI,Mali,1240192,18.2178,1.0314,0.28,2015,18112907
173,MLT,Malta,316,1687.6139,1.0124,0.01,2015,456579
215,MHL,Marshall Islands,181,229.663,0.9886,0.0,2015,49410
180,MTQ,Martinique,1128,325.8041,0.9965,0.0,2015,383515
126,MRT,Mauritania,1030700,4.5951,1.0263,0.06,2015,3946220
157,MUS,Mauritius,2040,636.9946,1.0004,0.02,2015,1293153
182,MYT,Mayotte,374,871.9278,1.0319,0.0,2015,249545
10,MEX,Mexico,1964375,64.9082,1.0063,1.6,2015,120149897
194,FSM,Micronesia,702,162.6268,1.0091,0.0,2015,109462
135,MDA,Moldova,33846,96.7026,1.0691,0.04,2015,3277388
217,MCO,Monaco,2,18234.5,0.9941,0.0,2015,36760
134,MNG,Mongolia,1564110,2.1727,1.0151,0.04,2015,2964749
169,MNE,Montenegro,13812,45.4012,0.9988,0.01,2015,633966
230,MSR,Montserrat,102,43.0392,0.9939,0.0,2015,5059
40,MAR,Morocco,446550,83.883,1.0103,0.47,2015,34680458
48,MOZ,Mozambique,801590,41.1302,1.0278,0.41,2015,26843246
26,MMR,Myanmar,676578,80.0784,1.0071,0.68,2015,51483949
145,NAM,Namibia,825615,3.1092,1.0146,0.03,2015,2282704
225,NRU,Nauru,21,603.2381,1.0125,0.0,2015,11185
49,NPL,Nepal,147181,207.5511,1.0171,0.38,2015,27610325
71,NLD,Netherlands,41850,419.6897,1.0036,0.22,2015,17041107
185,NCL,New Caledonia,18575,15.6097,1.0075,0.0,2015,283032
123,NZL,New Zealand,270467,19.1716,1.0108,0.07,2015,4590590
106,NIC,Nicaragua,130373,53.2962,1.0143,0.09,2015,6298598
54,NER,Niger,1267000,20.6851,1.0378,0.33,2015,20128124
6,NGA,Nigeria,923768,236.5759,1.0241,2.74,2015,183995785
232,NIU,Niue,260,7.4385,0.9985,0.0,2015,1847
56,PRK,North Korea,120538,216.2755,1.0038,0.33,2015,25258015
150,MKD,North Macedonia,25713,81.4218,0.9954,0.03,2015,2107962
210,NFK,Northern Mariana Islands,464,106.7909,1.0014,0.0,2015,51514
120,NOR,Norway,323802,16.7828,1.0058,0.07,2015,5190356
127,OMN,Oman,309500,14.7861,1.0123,0.06,2015,4191776
5,PAK,Pakistan,881912,267.4018,1.0191,2.96,2015,210969298
222,PLW,Palau,459,39.3355,1.0017,0.0,2015,17794
122,PSE,Palestine,6220,844.063,1.0227,0.07,2015,4484614
128,PAN,Panama,75417,58.4561,1.0132,0.06,2015,3957099
93,PNG,Papua New Guinea,462840,21.9139,1.0194,0.13,2015,8682174
109,PRY,Paraguay,406752,16.6705,1.0115,0.09,2015,6177950
44,PER,Peru,1285216,26.4933,1.0099,0.43,2015,30711863
13,PHL,Philippines,342353,337.5434,1.0147,1.45,2015,103031365
37,POL,Poland,312679,127.4698,1.0404,0.5,2015,38553146
92,PRT,Portugal,92090,111.5307,0.9981,0.13,2015,10365435
136,PRI,Puerto Rico,8870,366.675,0.9989,0.04,2015,3497335
143,QAT,Qatar,11586,232.6189,1.0026,0.03,2015,2414573
114,COG,Republic of the Congo,342000,17.4574,1.0231,0.07,2015,5064386
161,REU,Reunion,2511,387.914,1.0082,0.01,2015,922495
64,ROU,Romania,238391,82.4665,1.0171,0.25,2015,19906079
9,RUS,Russia,17098242,8.4636,0.9973,1.81,2015,144668389
76,RWA,Rwanda,26338,523.0731,1.0234,0.17,2015,11642959
228,BLM,Saint Barthelemy,21,522.2381,1.0098,0.0,2015,9643
211,KNA,Saint Kitts and Nevis,261,182.5939,1.0011,0.0,2015,47790
190,LCA,Saint Lucia,616,291.9756,1.0011,0.0,2015,175623
220,MAF,Saint Martin,53,599.8302,0.9951,0.0,2015,35020
229,SPM,Saint Pierre and Miquelon,242,24.2231,0.9964,0.0,2015,5978
199,VCT,Saint Vincent and the Grenadines,389,267.2185,0.9963,0.0,2015,106482
188,WSM,Samoa,2842,78.2484,1.0165,0.0,2015,203571
218,SMR,San Marino,61,551.8033,0.9975,0.0,2015,33570
187,STP,Sao Tome and Principe,964,235.8714,1.0192,0.0,2015,201124
41,SAU,Saudi Arabia,2149690,16.9368,1.0128,0.46,2015,32749848
72,SEN,Senegal,196722,88.025,1.0261,0.22,2015,14356181
105,SRB,Serbia,88361,81.7257,0.9897,0.09,2015,7519496
196,SYC,Seychelles,452,236.9867,1.0061,0.0,2015,99240
102,SLE,Sierra Leone,71740,119.957,1.022,0.11,2015,7314773
113,SGP,Singapore,710,8416.4634,1.0058,0.07,2015,5650018
214,SXM,Sint Maarten,34,1299.2647,1.003,0.0,2015,40205
116,SVK,Slovakia,49037,115.0856,1.0359,0.07,2015,5424444
148,SVN,Slovenia,20273,104.5649,1.0002,0.03,2015,2080862
166,SLB,Solomon Islands,28896,25.0648,1.0232,0.01,2015,612660
70,SOM,Somalia,637657,27.5971,1.0312,0.22,2015,13763906
24,ZAF,South Africa,1221037,49.0517,1.0084,0.75,2015,55876504
29,KOR,South Korea,100210,517.0722,0.9997,0.65,2015,50994401
86,SSD,South Sudan,619745,17.6091,1.0153,0.14,2015,11194299
30,ESP,Spain,505992,93.9909,1.0015,0.6,2015,46431342
61,LKA,Sri Lanka,65610,332.7563,1.0027,0.27,2015,21336697
32,SDN,Sudan,1886068,24.8529,1.0267,0.59,2015,38171178
170,SUR,Suriname,163820,3.7727,1.0082,0.01,2015,575475
87,SWE,Sweden,450295,23.4276,1.0079,0.13,2015,9849349
101,CHE,Switzerland,41284,211.7157,1.0056,0.11,2015,8281732
60,SYR,Syria,185180,119.4797,1.0376,0.28,2015,19205178
57,TWN,Taiwan,36193,660.1662,1.0014,0.3,2015,23512136
95,TJK,Tajikistan,143100,69.5513,1.0208,0.12,2015,8524063
22,TZA,Tanzania,945087,69.3034,1.03,0.82,2015,52542823
20,THA,Thailand,513120,139.7276,1.0013,0.9,2015,70294397
155,TLS,Timor-Leste,14874,90.1772,1.0154,0.02,2015,1205813
100,TGO,Togo,56785,155.8281,1.0236,0.11,2015,7473229
233,TKL,Tokelau,12,155.9167,1.0119,0.0,2015,1454
197,TON,Tonga,747,143.0495,1.0079,0.0,2015,106122
153,TTO,Trinidad and Tobago,5130,298.4491,1.0035,0.02,2015,1460177
79,TUN,Tunisia,163610,75.5218,1.0076,0.15,2015,11557779
18,TUR,Turkey,783562,108.9145,1.0067,1.07,2015,79646178
111,TKM,Turkmenistan,488100,13.1751,1.014,0.08,2015,5766431
212,TCA,Turks and Caicos Islands,948,48.2099,1.0131,0.0,2015,36538
227,TUV,Tuvalu,26,435.0769,1.0096,0.0,2015,10877
31,UGA,Uganda,241550,195.61,1.0304,0.59,2015,37477356
38,UKR,Ukraine,603500,65.7858,0.912,0.5,2015,44982564
97,ARE,United Arab Emirates,83600,112.9322,1.0081,0.12,2015,8916899
21,GBR,United Kingdom,242900,277.9289,1.0034,0.85,2015,65224364
3,USA,United States,9372610,36.0935,1.0038,4.24,2015,324607776
200,VIR,United States Virgin Islands,347,286.6427,0.9937,0.0,2015,102803
133,URY,Uruguay,181034,18.9069,0.999,0.04,2015,3402818
43,UZB,Uzbekistan,447400,77.3975,1.016,0.43,2015,30949417
181,VUT,Vanuatu,12189,26.8061,1.0238,0.0,2015,276438
234,VAT,Vatican City,1,510.0,0.998,0.0,2015,564
51,VEN,Venezuela,916445,30.882,1.0036,0.35,2015,30529716
16,VNM,Vietnam,331212,296.4472,1.0074,1.23,2015,92191398
226,WLF,Wallis and Futuna,142,81.493,0.9953,0.0,2015,12182
172,ESH,Western Sahara,266000,2.1654,1.0184,0.01,2015,491824
46,YEM,Yemen,527968,63.8232,1.0217,0.42,2015,28516545
63,ZMB,Zambia,752612,26.5976,1.028,0.25,2015,16248230
74,ZWE,Zimbabwe,390757,41.7665,1.0204,0.2,2015,14154937
36,AFG,Afghanistan,652230,63.0587,1.0257,0.52,2010,28189672
138,ALB,Albania,28748,98.8702,0.9957,0.04,2010,2913399
34,DZA,Algeria,2381741,18.8531,1.0164,0.56,2010,35856344
213,ASM,American Samoa,199,222.4774,0.9831,0.0,2010,54849
203,AND,Andorra,468,170.5641,1.01,0.0,2010,71519
42,AGO,Angola,1246700,28.5466,1.0315,0.45,2010,23364185
224,AIA,Anguilla,91,174.2527,1.0066,0.0,2010,13172
201,ATG,Antigua and Barbuda,442,212.1335,1.0058,0.0,2010,85695
33,ARG,Argentina,2780400,16.3683,1.0052,0.57,2010,41100123
140,ARM,Armenia,29743,93.4831,0.9962,0.03,2010,2946293
198,ABW,Aruba,180,591.3611,0.9991,0.0,2010,100341
55,AUS,Australia,7692024,3.4032,1.0099,0.33,2010,22019168
99,AUT,Austria,83871,106.5877,1.002,0.11,2010,8362829
91,AZE,Azerbaijan,86600,119.6082,1.0044,0.13,2010,9237202
176,BHS,Bahamas,13943,29.4043,1.0051,0.01,2010,373272
154,BHR,Bahrain,765,1924.4876,1.0061,0.02,2010,1213645
8,BGD,Bangladesh,147570,1160.035,1.0108,2.15,2010,148391139
186,BRB,Barbados,430,654.9651,1.0015,0.0,2010,274711
96,BLR,Belarus,207600,45.9295,0.9955,0.12,2010,9731427
81,BEL,Belgium,30528,381.8111,1.0038,0.15,2010,10877947
177,BLZ,Belize,22966,17.6466,1.0131,0.01,2010,322106
77,BEN,Benin,112622,118.5635,1.0274,0.17,2010,9445710
206,BMU,Bermuda,54,1188.5926,1.0,0.0,2010,63447
165,BTN,Bhutan,38394,20.3796,1.0064,0.01,2010,705516
80,BOL,Bolivia,1098581,11.1272,1.012,0.15,2010,10223270
137,BIH,Bosnia and Herzegovina,51209,63.1437,0.9886,0.04,2010,3811088
144,BWA,Botswana,582000,4.5194,1.0162,0.03,2010,2091664
7,BRA,Brazil,8515767,25.2841,1.0046,2.7,2010,196353492
221,VGB,British Virgin Islands,151,207.3179,1.0059,0.0,2010,27556
175,BRN,Brunei,5765,77.8841,1.0081,0.01,2010,396053
108,BGR,Bulgaria,110879,61.1654,0.9849,0.09,2010,7592273
58,BFA,Burkina Faso,272967,83.0641,1.0259,0.28,2010,16116845
78,BDI,Burundi,27834,463.0874,1.027,0.16,2010,9126605
73,KHM,Cambodia,181035,92.6221,1.0108,0.21,2010,14363532
53,CMR,Cameroon,475442,58.7128,1.0263,0.35,2010,19878036
39,CAN,Canada,9984670,3.8513,1.0078,0.48,2010,33963412
171,CPV,Cape Verde,4033,147.0739,1.0089,0.01,2010,521212
205,CYM,Cayman Islands,264,260.25,1.0084,0.0,2010,54074
117,CAF,Central African Republic,622984,8.9555,1.0224,0.07,2010,4660067
69,TCD,Chad,1284000,13.8032,1.0316,0.22,2010,11894727
65,CHL,Chile,756102,25.9274,1.0057,0.25,2010,17004162
1,CHN,China,9706961,146.8933,1.0,17.88,2010,1348191368
28,COL,Colombia,1141748,45.4339,1.0069,0.65,2010,44816108
163,COM,Comoros,1862,449.3953,1.0184,0.01,2010,656024
223,COK,Cook Islands,236,72.0805,1.0005,0.0,2010,17212
124,CRI,Costa Rica,51100,101.3861,1.0052,0.06,2010,4622252
130,HRV,Croatia,56594,71.2153,0.9927,0.05,2010,4368682
85,CUB,Cuba,109884,102.0366,0.9961,0.14,2010,11290417
189,CUW,Curacao,444,430.5473,1.0043,0.0,2010,159380
158,CYP,Cyprus,9251,135.2814,1.0059,0.02,2010,1129686
88,CZE,Czech Republic,78865,133.0627,0.9984,0.13,2010,10464749
115,DNK,Denmark,43094,136.4984,1.0048,0.07,2010,5550849
160,DJI,Djibouti,23200,48.3125,1.0138,0.01,2010,919199
204,DMA,Dominica,751,96.8535,1.0045,0.0,2010,68755
84,DOM,Dominican Republic,48671,230.7087,1.01,0.14,2010,9775755
15,COD,DR Congo,2344858,42.2244,1.0325,1.24,2010,66391257
67,ECU,Ecuador,276841,65.0229,1.0114,0.23,2010,14989585
14,EGY,Egypt,1002450,110.7188,1.0158,1.39,2010,87252413
112,SLV,El Salvador,21041,301.145,1.0035,0.08,2010,6114034
152,GNQ,Equatorial Guinea,28051,59.7094,1.0247,0.02,2010,1094524
132,ERI,Eritrea,117600,31.3268,1.0176,0.05,2010,3147727
156,EST,Estonia,45227,29.3201,0.998,0.02,2010,1331535
159,SWZ,Eswatini,17364,69.2047,1.0079,0.02,2010,1099920
12,ETH,Ethiopia,1104300,111.7268,1.0257,1.55,2010,89237791
231,FLK,Falkland Islands,12173,0.3105,1.0043,0.0,2010,3187
209,FRO,Faroe Islands,1393,38.112,1.0038,0.0,2010,48410
162,FJI,Fiji,18272,50.8847,1.0056,0.01,2010,905169
118,FIN,Finland,338424,16.3722,1.0009,0.07,2010,5363271
23,FRA,France,551695,117.1419,1.0015,0.81,2010,62444567
184,GUF,French Guiana,83534,3.6459,1.0239,0.0,2010,228453
183,PYF,French Polynesia,4167,73.5011,1.0074,0.0,2010,283788
146,GAB,Gabon,267668,8.9252,1.0204,0.03,2010,1711105
142,GMB,Gambia,10689,253.1567,1.025,0.03,2010,1937275
131,GEO,Georgia,69700,53.7214,0.9964,0.05,2010,3836831
19,DEU,Germany,357114,233.4544,0.9995,1.05,2010,81325090
47,GHA,Ghana,238533,140.3406,1.0196,0.42,2010,25574719
219,GIB,Gibraltar,6,5441.5,0.9994,0.0,2010,31262
90,GRC,Greece,131990,78.68,0.9942,0.13,2010,11033783
208,GRL,Greenland,2166086,0.0261,1.004,0.0,2010,56351
193,GRD,Grenada,344,364.6453,1.0066,0.0,2010,114039
178,GLP,Guadeloupe,1628,243.0909,0.9992,0.0,2010,403072
191,GUM,Guam,549,312.8852,1.0073,0.0,2010,164905
68,GTM,Guatemala,108889,163.8725,1.0134,0.22,2010,14543121
207,GGY,Guernsey,78,811.5513,1.0037,0.0,2010,60782
75,GIN,Guinea,245857,56.3716,1.0242,0.17,2010,10270728
